v001,v002,b2,b3,b5,b7
307,15,2011,1333,1,
307,15,2007,1288,1,
307,17,2013,1359,1,
307,17,2007,1294,1,
307,21,2014,1377,0,0.0
307,21,2012,1345,0,0.0
307,21,2010,1321,0,0.0
307,21,2008,1305,0,0.0
307,21,2006,1275,1,
307,21,2014,1372,1,
307,22,2015,1387,1,
307,22,2011,1333,1,
307,25,2012,1356,0,0.0
307,25,2012,1356,0,0.0
307,25,2004,1252,0,0.0
307,26,2013,1358,1,
307,27,2010,1331,1,
307,27,2006,1279,1,
308,1,2012,1352,1,
308,1,2010,1321,1,
308,1,2006,1281,1,
308,1,2004,1252,1,
308,1,2002,1228,1,
308,1,2000,1201,1,
308,1,1997,1171,0,60.0
308,1,1996,1156,0,60.0
308,1,1994,1135,1,
308,2,2015,1385,1,
308,2,2011,1335,1,
308,2,2009,1319,0,0.0
308,2,2007,1294,1,
308,2,2001,1223,1,
308,2,1997,1169,1,
308,2,1994,1130,1,
308,2,1992,1116,1,
308,4,2013,1357,1,
308,4,2008,1302,1,
308,4,2004,1257,1,
308,4,2002,1231,1,
308,4,2000,1204,0,36.0
308,5,2012,1349,1,
308,6,2000,1207,1,
308,6,1997,1166,1,
308,6,1995,1150,1,
308,7,2014,1376,1,
308,7,2005,1272,1,
308,7,2003,1237,1,
308,7,2001,1224,0,0.0
308,10,2012,1354,1,
308,10,2008,1302,1,
308,10,2005,1271,1,
308,10,2002,1234,0,3.0
308,10,2000,1212,0,12.0
308,10,1997,1173,0,36.0
308,10,1995,1147,1,
308,10,1990,1090,1,
308,11,2014,1379,1,
308,11,2010,1327,1,
308,11,2005,1268,1,
308,13,2015,1386,1,
308,13,2013,1357,1,
308,13,2010,1323,1,
308,13,2007,1292,1,
308,13,2005,1264,0,23.0
308,13,2013,1364,1,
308,13,2011,1336,1,
308,13,2013,1364,1,
308,15,2013,1363,1,
308,15,2010,1327,1,
308,16,2015,1389,1,
308,16,2013,1360,1,
308,16,2013,1360,1,
308,16,2008,1304,1,
308,16,2006,1278,1,
308,17,2011,1344,1,
308,18,2013,1362,1,
308,18,2011,1338,1,
308,18,2008,1302,1,
308,18,2005,1268,1,
308,18,2003,1247,1,
308,20,2013,1358,1,
308,20,2010,1328,1,
308,20,2007,1296,1,
308,20,2004,1253,1,
308,20,2002,1230,1,
308,20,1997,1171,1,
308,20,1993,1118,1,
308,22,2013,1357,1,
308,22,2010,1326,1,
308,22,2007,1294,1,
308,22,2003,1245,1,
308,25,2014,1372,1,
308,25,2009,1315,1,
308,25,2007,1292,1,
308,26,2013,1357,1,
308,26,2011,1333,1,
308,27,2004,1256,1,
308,27,2002,1226,1,
308,27,1998,1186,0,96.0
308,27,1996,1163,0,2.0
308,27,1994,1134,1,
308,27,1989,1080,1,
308,27,1987,1054,1,
308,27,1985,1028,1,
308,27,1982,991,1,
308,28,2012,1354,1,
308,28,2007,1292,1,
308,28,2004,1249,1,
308,28,2001,1218,1,
309,3,2011,1342,1,
309,3,2008,1299,1,
309,3,2002,1233,1,
309,3,1999,1197,1,
309,3,1998,1184,0,0.0
309,4,2008,1299,1,
309,6,2011,1340,1,
309,6,2008,1307,1,
309,7,2005,1262,1,
309,7,2003,1240,0,1.0
309,7,1998,1187,1,
309,9,2014,1371,1,
309,9,2010,1329,1,
309,10,2011,1334,1,
309,10,2006,1284,1,
309,10,2005,1261,1,
309,10,2001,1221,1,
309,11,1999,1195,1,
309,12,2002,1234,1,
309,12,1997,1171,1,
309,12,1994,1137,1,
309,12,1992,1116,1,
309,13,2014,1372,1,
309,13,2013,1360,1,
309,13,2008,1304,1,
309,14,2014,1369,1,
309,14,2000,1212,1,
309,14,1997,1171,1,
309,15,2015,1385,1,
309,15,2009,1320,1,
309,15,2005,1270,1,
309,16,2011,1341,1,
309,18,2013,1363,1,
309,18,2007,1289,1,
309,18,2009,1311,1,
309,18,2004,1254,1,
309,19,2013,1361,1,
309,19,2007,1285,1,
309,19,2002,1231,1,
309,19,2000,1206,1,
309,19,1997,1174,1,
309,20,2012,1346,1,
309,20,2010,1322,0,7.0
309,20,2005,1268,1,
309,21,2013,1361,1,
309,21,2008,1306,1,
309,21,2002,1235,1,
309,22,2014,1369,1,
309,22,2012,1345,1,
309,22,2001,1215,1,
309,22,1999,1194,1,
309,22,1997,1165,1,
309,22,1995,1149,1,
309,22,1994,1140,1,
309,22,1994,1129,0,0.0
309,24,2010,1328,1,
309,24,2005,1271,1,
309,25,2012,1355,1,
309,25,2010,1332,1,
309,26,2011,1333,1,
309,26,1999,1198,1,
309,26,1996,1160,1,
309,26,1993,1117,1,
309,27,2013,1368,1,
309,27,2011,1338,1,
309,28,2012,1356,1,
309,28,2011,1335,1,
309,28,2005,1264,1,
310,1,2013,1364,1,
310,1,2009,1309,1,
310,1,2006,1275,1,
310,1,2004,1259,1,
310,1,2001,1224,1,
310,1,1999,1192,1,
310,1,1995,1141,1,
310,2,2013,1359,1,
310,2,2009,1317,1,
310,2,2006,1279,1,
310,2,2002,1236,1,
310,2,1999,1196,1,
310,2,1991,1100,1,
310,2,1988,1066,1,
310,3,2009,1318,1,
310,3,2006,1282,1,
310,3,2004,1255,1,
310,3,2002,1232,1,
310,3,1998,1183,1,
310,3,1996,1160,0,108.0
310,3,1993,1124,1,
310,3,1991,1095,1,
310,3,1989,1070,1,
310,3,1986,1041,1,
310,3,2015,1385,1,
310,6,2012,1354,1,
310,6,2004,1257,1,
310,6,2000,1203,1,
310,6,2000,1203,1,
310,6,1998,1187,1,
310,6,1995,1147,1,
310,7,2013,1357,1,
310,7,2010,1327,1,
310,8,2010,1323,1,
310,8,2008,1308,1,
310,8,2002,1226,1,
310,8,1999,1200,1,
310,8,1997,1169,1,
310,9,2012,1355,1,
310,9,2007,1293,1,
310,9,1999,1194,1,
310,9,1998,1185,0,6.0
310,14,2007,1295,1,
310,14,2004,1251,1,
310,14,1999,1199,1,
310,14,1996,1159,1,
310,14,1993,1122,1,
310,15,2013,1365,1,
310,15,2011,1336,1,
310,15,2008,1300,1,
310,15,2006,1279,1,
310,15,2004,1251,1,
310,15,2001,1220,1,
310,15,2012,1350,1,
310,15,2010,1327,1,
310,15,2008,1304,1,
310,15,2005,1268,1,
310,15,2001,1220,1,
310,15,2014,1376,1,
310,15,2011,1339,1,
310,15,2008,1302,0,8.0
310,15,2006,1282,0,12.0
310,16,2015,1381,1,
310,16,2008,1306,1,
310,16,2005,1265,1,
310,18,2015,1381,0,0.0
310,18,2012,1351,1,
310,18,2010,1327,1,
310,18,2008,1303,1,
310,18,2007,1289,1,
310,19,2014,1370,1,
310,20,2014,1376,1,
310,21,2014,1376,1,
310,21,2011,1342,1,
310,21,2009,1313,1,
310,21,2007,1291,1,
310,21,2005,1271,1,
310,22,2014,1369,1,
310,22,2011,1344,1,
310,22,2008,1303,1,
310,22,2004,1255,1,
310,23,2015,1385,1,
310,24,2011,1339,1,
310,27,2009,1320,1,
310,28,2013,1364,1,
310,28,2011,1341,0,0.0
310,28,2010,1327,1,
310,28,2008,1305,0,0.0
310,28,2006,1273,1,
310,28,2003,1240,1,
310,28,1999,1190,1,
310,29,2012,1355,1,
310,29,2010,1321,1,
311,1,2014,1380,1,
311,1,2011,1333,1,
311,2,2013,1368,1,
311,2,2010,1330,1,
311,3,2013,1366,1,
311,3,2008,1304,1,
311,3,2006,1283,1,
311,3,2004,1254,1,
311,5,2015,1387,1,
311,5,2010,1329,1,
311,5,1997,1172,1,
311,5,1994,1135,1,
311,5,1992,1111,1,
311,5,1990,1089,1,
311,6,2013,1362,1,
311,6,2009,1317,1,
311,7,2013,1363,1,
311,7,2008,1300,1,
311,7,2003,1246,1,
311,9,2009,1320,1,
311,9,2007,1292,1,
311,10,2014,1371,1,
311,10,2009,1318,1,
311,10,2006,1283,1,
311,10,2003,1241,1,
311,10,2000,1211,1,
311,11,2015,1381,1,
311,11,2012,1345,1,
311,12,1990,1087,1,
311,12,1988,1066,1,
311,12,1986,1040,0,312.0
311,12,1984,1014,0,360.0
311,15,2012,1345,1,
311,15,2009,1311,1,
311,15,2005,1270,0,20.0
311,19,2014,1373,1,
311,19,2012,1354,0,4.0
311,19,2010,1322,1,
311,19,2010,1326,0,0.0
311,19,2008,1299,1,
311,19,1999,1200,1,
311,19,1996,1155,1,
311,19,2005,1270,1,
311,20,2012,1346,1,
311,20,2008,1301,1,
311,21,2014,1370,1,
311,21,2011,1335,1,
311,21,2000,1212,1,
311,21,1999,1193,1,
311,21,1996,1163,1,
311,26,2011,1340,1,
311,28,2014,1377,1,
311,28,2013,1360,0,14.0
311,28,2009,1317,1,
312,2,2013,1361,0,0.0
312,2,2011,1342,0,0.0
312,2,2007,1289,1,
312,2,2003,1247,1,
312,4,2010,1325,1,
312,4,2006,1273,1,
312,4,2003,1244,1,
312,5,2012,1352,1,
312,7,2012,1355,1,
312,7,2010,1332,1,
312,7,2007,1286,1,
312,7,2013,1358,1,
312,7,2010,1328,1,
312,7,2007,1291,1,
312,7,2004,1258,1,
312,7,2002,1232,1,
312,7,2000,1211,0,3.0
312,9,2011,1344,1,
312,9,2009,1318,1,
312,10,2010,1321,1,
312,10,2005,1266,1,
312,10,1999,1200,1,
312,10,1996,1158,1,
312,11,2011,1338,1,
312,11,2002,1235,1,
312,12,2011,1336,1,
312,12,2010,1322,1,
312,12,2001,1218,1,
312,12,2014,1370,1,
312,12,2000,1207,1,
312,12,1996,1164,1,
312,12,1992,1109,0,19.0
312,13,2013,1363,1,
312,13,2010,1329,1,
312,15,2013,1362,1,
312,15,2008,1302,0,2.0
312,15,2005,1268,1,
312,16,2014,1378,1,
312,16,2012,1345,1,
312,16,2003,1237,1,
312,16,2001,1223,0,0.0
312,16,1999,1192,1,
312,17,2015,1382,1,
312,17,2010,1321,1,
312,17,2007,1287,1,
312,17,2004,1250,0,48.0
312,19,2012,1354,1,
312,19,2010,1331,1,
312,20,2014,1372,1,
312,21,2011,1344,1,
312,21,2008,1305,1,
312,21,2005,1272,1,
312,21,2003,1237,1,
312,22,2011,1343,1,
312,22,2007,1292,1,
312,22,2004,1249,1,
312,23,2014,1375,1,
312,23,2010,1323,1,
312,23,2007,1285,1,
312,23,2004,1256,1,
312,25,2015,1386,1,
312,26,2012,1354,1,
312,26,2010,1324,1,
312,26,2007,1296,0,24.0
312,27,2010,1321,1,
312,27,2008,1307,1,
312,27,2002,1227,1,
312,27,1998,1182,1,
312,28,2014,1374,1,
312,28,2009,1319,1,
312,28,2004,1259,1,
312,28,2001,1219,1,
312,28,1996,1160,1,
313,2,2015,1385,1,
313,2,2011,1339,1,
313,2,2008,1298,1,
313,2,2005,1271,1,
313,9,2004,1253,0,0.0
313,9,2000,1210,0,84.0
313,10,2014,1375,1,
313,10,2012,1349,1,
313,10,2008,1299,1,
313,10,2005,1266,1,
313,10,1999,1198,1,
313,11,2012,1356,1,
313,11,2008,1303,1,
313,11,2004,1251,1,
313,12,2010,1321,1,
313,14,2015,1382,1,
313,14,2012,1353,1,
313,14,2009,1316,1,
313,15,2013,1360,0,14.0
313,15,2012,1349,1,
313,16,2014,1378,1,
313,17,2012,1355,1,
313,17,2004,1251,0,36.0
313,17,2000,1201,1,
313,17,1997,1165,0,24.0
313,18,2011,1335,1,
313,18,2009,1317,0,17.0
313,18,2006,1283,1,
313,18,2003,1245,1,
313,19,2014,1374,1,
313,19,2011,1334,1,
313,19,2008,1297,1,
313,19,1998,1183,1,
313,19,1993,1126,1,
313,20,2013,1363,1,
313,20,2009,1313,1,
313,21,2015,1388,1,
313,25,2014,1375,1,
313,25,2011,1342,1,
313,25,2009,1315,1,
313,25,2007,1286,0,19.0
313,26,2003,1237,1,
313,27,2013,1360,1,
313,27,2011,1334,1,
313,28,1999,1195,1,
313,28,1995,1144,0,48.0
313,28,1992,1108,1,
313,28,1990,1090,0,5.0
313,28,1987,1050,1,
313,28,2015,1385,1,
313,28,2012,1354,1,
313,29,2015,1388,1,
313,29,2013,1358,1,
313,29,2010,1322,1,
313,29,2007,1292,1,
313,29,2005,1268,1,
313,29,2002,1226,1,
313,29,1998,1184,1,
314,2,2013,1360,1,
314,3,2012,1356,1,
314,3,2012,1354,1,
314,3,2009,1314,1,
314,3,2005,1267,1,
314,3,2002,1230,1,
314,6,2015,1381,1,
314,6,2011,1336,1,
314,7,2015,1383,1,
314,7,2012,1349,1,
314,7,2008,1305,1,
314,7,2004,1252,1,
314,7,2001,1218,1,
314,8,1996,1164,1,
314,8,1993,1121,1,
314,8,1986,1035,1,
314,8,2013,1362,1,
314,10,2012,1346,1,
314,10,2008,1308,1,
314,13,2013,1357,1,
314,13,2009,1314,1,
314,13,2006,1284,1,
314,14,2011,1344,1,
314,14,2006,1284,1,
314,14,2000,1209,1,
314,18,2013,1366,1,
314,18,2011,1335,1,
314,18,2007,1295,1,
314,18,2005,1269,1,
314,21,2002,1227,0,48.0
314,21,1996,1156,1,
314,21,1992,1112,1,
314,21,2015,1384,1,
314,21,2012,1353,0,0.0
314,21,2015,1385,1,
314,25,2013,1358,1,
314,25,2009,1313,1,
314,27,2011,1342,1,
314,27,2004,1259,1,
314,27,2002,1231,1,
314,27,1995,1144,1,
314,27,1989,1074,1,
314,28,2014,1371,1,
314,28,2011,1335,0,7.0
314,28,2007,1294,1,
314,28,2003,1248,1,
314,29,2012,1352,1,
314,29,2010,1325,1,
314,29,2006,1279,1,
314,29,2003,1248,1,
314,29,2001,1216,1,
315,1,2015,1387,1,
315,1,2012,1355,1,
315,2,2014,1377,1,
315,2,2012,1345,1,
315,2,2010,1332,0,0.0
315,2,2010,1332,0,0.0
315,2,2007,1289,1,
315,2,2002,1236,1,
315,3,2014,1372,1,
315,3,2009,1319,1,
315,3,2006,1283,1,
315,3,2002,1236,1,
315,3,2000,1210,1,
315,3,1999,1193,0,0.0
315,6,2008,1304,1,
315,6,2006,1277,1,
315,6,2000,1201,1,
315,6,1995,1145,1,
315,6,1993,1121,1,
315,7,2010,1325,0,12.0
315,7,2008,1308,1,
315,7,2005,1268,1,
315,7,2013,1364,1,
315,9,2012,1347,1,
315,9,2008,1305,1,
315,10,1997,1173,1,
315,10,1994,1132,1,
315,10,1991,1100,1,
315,10,1989,1077,1,
315,10,1989,1077,1,
315,10,1988,1062,1,
315,10,1985,1022,1,
315,11,2012,1348,1,
315,11,2008,1297,1,
315,11,2005,1265,1,
315,16,1988,1066,1,
315,16,1987,1047,1,
315,17,2014,1369,1,
315,17,2010,1329,1,
315,18,2006,1278,1,
315,19,2013,1358,1,
315,19,2010,1322,1,
315,21,2010,1325,1,
315,21,2003,1242,1,
315,21,2002,1225,0,0.0
315,21,1997,1171,0,48.0
315,21,1995,1151,1,
315,21,1992,1105,1,
315,22,2000,1208,1,
315,22,1996,1156,1,
315,22,1993,1122,1,
315,22,1985,1026,0,156.0
315,25,2010,1323,1,
315,25,2006,1275,1,
315,25,2004,1254,1,
315,26,2013,1363,1,
315,26,2010,1323,1,
315,26,2006,1281,1,
315,26,2003,1239,1,
315,27,2015,1387,1,
315,27,2009,1313,1,
315,27,2004,1251,1,
315,27,2002,1229,1,
315,27,1999,1195,1,
316,1,2013,1363,1,
316,1,2010,1325,1,
316,1,2006,1277,0,19.0
316,1,2002,1229,1,
316,1,1999,1194,1,
316,3,2004,1259,1,
316,4,2007,1295,0,36.0
316,4,2003,1240,1,
316,4,1998,1187,1,
316,4,1995,1147,1,
316,4,1992,1116,1,
316,4,2014,1375,1,
316,4,2010,1325,1,
316,5,2007,1290,0,0.0
316,5,2002,1229,1,
316,5,1997,1172,1,
316,5,1993,1119,1,
316,5,1990,1092,1,
316,6,2014,1369,1,
316,6,2010,1332,1,
316,6,2007,1296,1,
316,6,2002,1236,1,
316,9,2013,1365,1,
316,9,2008,1301,1,
316,9,2002,1233,1,
316,9,1997,1165,1,
316,10,2015,1386,1,
316,10,2012,1346,1,
316,11,2012,1356,1,
316,11,2007,1295,1,
316,11,2005,1270,1,
316,11,2002,1233,1,
316,12,2014,1375,1,
316,12,2013,1363,0,1.0
316,13,2013,1366,1,
316,13,2010,1325,1,
316,14,2014,1376,1,
316,19,2012,1355,1,
316,19,2009,1314,1,
316,19,2007,1290,1,
316,19,2004,1258,1,
316,21,2015,1384,1,
316,21,2012,1351,1,
316,21,2010,1330,1,
316,21,2008,1299,0,12.0
316,22,2013,1364,1,
316,22,2010,1324,1,
316,22,2007,1292,1,
316,22,2005,1261,1,
316,24,2013,1368,1,
316,24,2009,1317,1,
316,24,2005,1264,1,
316,25,2015,1383,1,
316,25,2011,1337,1,
316,25,2006,1275,1,
316,25,2002,1228,1,
316,26,2008,1305,1,
316,26,2003,1238,1,
316,26,1997,1167,1,
316,29,2008,1301,1,
316,29,2004,1251,1,
316,29,2000,1210,0,3.0
316,29,1997,1169,1,
316,29,1993,1127,1,
316,29,1990,1089,1,
316,29,1988,1060,1,
317,1,2013,1361,1,
317,1,2000,1207,1,
317,1,1996,1161,0,36.0
317,1,1993,1123,1,
317,1,1991,1095,1,
317,1,2009,1309,1,
317,2,1993,1125,1,
317,2,1989,1074,1,
317,3,2003,1243,1,
317,4,2013,1360,1,
317,5,1999,1191,1,
317,5,1993,1121,1,
317,9,2010,1326,1,
317,9,2007,1296,1,
317,9,2002,1227,1,
317,9,2009,1320,0,0.0
317,9,2009,1320,1,
317,9,2009,1320,1,
317,10,2013,1359,1,
317,10,2008,1301,1,
317,11,2010,1328,1,
317,11,2009,1309,1,
317,13,2013,1366,1,
317,14,2009,1320,1,
317,14,2006,1277,1,
317,14,2001,1219,1,
317,14,1998,1179,1,
317,14,1996,1160,0,6.0
317,16,1998,1184,1,
317,16,1996,1153,1,
317,16,1994,1131,1,
317,17,2012,1348,1,
317,18,2005,1268,1,
317,18,2001,1220,1,
317,18,1989,1072,1,
317,18,1986,1044,1,
317,19,2013,1361,1,
317,19,2011,1336,0,14.0
317,19,2004,1258,1,
317,19,2001,1215,1,
317,20,2013,1362,1,
317,20,2008,1303,1,
317,23,2006,1278,1,
317,23,2000,1206,1,
317,23,1995,1142,1,
317,24,2011,1333,1,
317,25,2010,1332,1,
317,26,2015,1386,1,
317,26,2012,1352,1,
317,26,2009,1318,1,
317,26,2004,1258,1,
317,26,2002,1233,1,
317,27,1993,1120,1,
317,27,2013,1368,1,
317,27,2010,1321,1,
317,27,2005,1268,1,
317,27,1996,1162,1,
317,28,2011,1340,1,
317,28,2009,1312,1,
317,28,2006,1279,1,
317,29,2011,1343,1,
317,29,2007,1293,1,
317,29,2001,1220,1,
317,29,2014,1378,1,
317,29,2007,1286,1,
317,29,2011,1335,1,
318,1,2010,1331,1,
318,1,2007,1295,1,
318,1,2001,1219,1,
318,1,1997,1165,1,
318,1,1994,1139,1,
318,1,1993,1123,0,0.0
318,1,1993,1123,0,0.0
318,1,1992,1114,0,0.0
318,1,1992,1114,0,0.0
318,1,1991,1099,0,0.0
318,1,1991,1099,0,36.0
318,3,2012,1349,1,
318,3,2006,1277,1,
318,4,2002,1227,0,108.0
318,4,1994,1130,1,
318,4,1987,1045,1,
318,4,1984,1018,1,
318,5,2011,1343,1,
318,5,2008,1304,1,
318,6,2010,1327,1,
318,6,2004,1257,1,
318,6,1999,1196,1,
318,6,1998,1180,0,0.0
318,6,2013,1363,1,
318,6,2011,1339,1,
318,6,2011,1339,1,
318,13,2013,1362,1,
318,13,2006,1278,0,0.0
318,13,2002,1232,1,
318,13,1995,1152,1,
318,13,1991,1098,1,
318,13,1990,1083,1,
318,15,2005,1272,1,
318,16,2009,1318,1,
318,16,1998,1185,1,
318,16,1994,1137,1,
318,18,2015,1385,1,
318,18,2012,1350,1,
318,18,2010,1330,0,7.0
318,18,2005,1269,1,
318,20,2005,1270,1,
318,20,2003,1247,1,
318,20,2000,1205,1,
318,20,1997,1172,1,
318,21,2007,1287,1,
318,23,2009,1318,1,
318,23,2008,1297,0,0.0
318,23,1996,1164,1,
318,25,2011,1343,1,
318,25,2009,1315,1,
318,25,2004,1256,1,
318,25,2001,1213,1,
318,25,1998,1185,1,
318,28,2013,1360,1,
318,28,2008,1308,1,
318,28,2005,1267,1,
318,29,2011,1341,1,
318,29,2009,1315,1,
318,29,2005,1265,1,
319,3,2010,1327,1,
319,3,2004,1253,1,
319,6,2014,1377,1,
319,6,2007,1294,1,
319,6,2002,1236,1,
319,6,1999,1189,1,
319,6,1996,1156,1,
319,9,2011,1342,1,
319,9,2009,1312,1,
319,10,2015,1381,1,
319,10,2012,1349,1,
319,14,2015,1387,0,0.0
319,14,2013,1367,1,
319,14,2011,1342,1,
319,14,2010,1321,1,
319,14,2008,1298,0,20.0
319,14,2005,1269,0,24.0
319,15,2000,1204,1,
319,15,1996,1153,1,
319,15,1994,1131,1,
319,15,1989,1074,1,
319,15,1987,1049,1,
319,23,2003,1246,1,
319,23,1997,1174,1,
319,23,1996,1154,1,
319,23,1994,1130,1,
319,26,2013,1367,1,
319,26,2010,1323,1,
319,26,2007,1293,1,
319,28,2014,1375,1,
319,28,2009,1316,1,
319,28,2008,1303,0,8.0
320,4,2012,1345,1,
320,5,2007,1289,1,
320,5,2001,1215,1,
320,5,1994,1140,1,
320,5,1992,1114,1,
320,5,1989,1077,1,
320,7,2015,1385,1,
320,7,2012,1355,1,
320,8,2012,1347,1,
320,8,2009,1312,1,
320,8,2013,1368,1,
320,8,2013,1357,0,0.0
320,10,2006,1281,1,
320,10,2006,1281,1,
320,10,2000,1203,1,
320,10,1995,1150,1,
320,11,1996,1164,1,
320,12,2014,1377,1,
320,12,2007,1295,1,
320,12,2002,1226,1,
320,13,2008,1297,1,
320,13,2004,1260,1,
320,13,2012,1349,1,
320,13,1999,1189,1,
320,13,1993,1128,1,
320,16,2003,1237,1,
320,16,2003,1237,1,
320,16,1997,1174,1,
320,16,1995,1147,1,
320,16,1992,1112,1,
320,16,1988,1061,1,
320,16,2012,1354,1,
320,16,2009,1318,1,
320,17,2010,1327,1,
320,17,2007,1292,1,
320,17,2004,1256,1,
320,20,2014,1376,1,
320,20,2005,1272,1,
320,20,1996,1155,1,
320,22,2006,1281,1,
320,22,2004,1250,1,
320,23,1996,1162,1,
320,23,1993,1125,1,
320,23,1991,1101,0,9.0
320,23,1989,1069,1,
320,23,1986,1044,1,
320,24,2014,1375,1,
320,24,2008,1297,1,
320,24,2003,1244,1,
320,26,2014,1379,1,
320,26,2010,1326,1,
320,28,1997,1166,1,
320,28,1992,1114,1,
320,29,2012,1355,1,
320,29,2007,1285,1,
320,29,1999,1199,1,
320,29,1996,1154,1,
320,29,1993,1118,1,
321,1,2013,1365,1,
321,1,2011,1336,1,
321,1,2008,1298,1,
321,1,2004,1251,1,
321,3,2005,1261,1,
321,3,1999,1200,1,
321,4,2013,1358,0,0.0
321,4,2002,1225,1,
321,4,1999,1190,1,
321,4,1996,1159,1,
321,8,2014,1371,1,
321,8,2009,1318,1,
321,9,2012,1356,1,
321,9,1999,1192,1,
321,10,2013,1361,1,
321,13,2007,1295,1,
321,14,2007,1295,1,
321,14,2002,1231,1,
321,16,2006,1273,1,
321,16,2002,1227,1,
321,16,2000,1201,1,
321,16,1995,1145,1,
321,16,2014,1371,1,
321,16,2010,1324,0,6.0
321,17,2013,1366,1,
321,17,2008,1307,1,
321,17,2006,1284,1,
321,18,2014,1380,1,
321,19,2011,1336,1,
321,19,2011,1336,1,
321,19,2007,1293,1,
321,20,2012,1351,1,
321,20,2008,1300,1,
321,20,2003,1238,1,
321,21,2005,1267,1,
321,21,2000,1212,1,
321,23,2014,1370,1,
321,23,2010,1322,1,
321,23,2007,1287,1,
321,27,2014,1374,1,
321,28,2014,1378,1,
321,28,2009,1315,1,
321,28,2005,1265,1,
321,28,2003,1248,1,
321,28,2013,1357,1,
321,28,2010,1328,1,
322,1,2012,1345,1,
322,1,2005,1270,1,
322,1,2004,1251,1,
322,3,2011,1334,1,
322,3,2008,1297,1,
322,3,2004,1250,1,
322,3,2000,1209,1,
322,3,1998,1179,1,
322,3,1995,1141,1,
322,7,2015,1387,1,
322,8,2011,1337,1,
322,12,2014,1371,1,
322,14,2012,1350,1,
322,14,2010,1327,1,
322,14,2008,1300,1,
322,17,2013,1363,1,
322,17,2009,1309,1,
322,17,2004,1259,0,1.0
322,17,2013,1357,1,
322,17,2010,1330,1,
322,18,2015,1382,1,
322,20,2014,1375,1,
322,20,2010,1327,1,
322,20,2003,1241,1,
322,21,2014,1377,1,
322,21,2010,1325,1,
322,22,2014,1375,1,
322,23,2010,1325,1,
322,23,2007,1294,1,
322,23,2006,1275,1,
322,23,2001,1217,1,
322,23,1998,1180,1,
322,23,1996,1161,1,
322,23,1993,1120,1,
322,26,2012,1356,1,
322,26,2010,1331,1,
322,26,2008,1302,1,
322,26,2006,1278,1,
322,26,2002,1225,1,
322,26,2013,1361,1,
322,27,2002,1232,1,
322,27,1999,1199,1,
322,27,1997,1165,1,
322,27,2013,1364,1,
322,29,2014,1372,1,
323,4,2013,1362,1,
323,4,2011,1335,0,11.0
323,5,2009,1314,1,
323,5,2006,1273,1,
323,5,2002,1230,1,
323,5,2000,1204,0,16.0
323,5,1997,1172,1,
323,5,1995,1142,1,
323,5,1992,1113,0,22.0
323,7,2002,1229,0,5.0
323,7,1999,1193,1,
323,7,1996,1157,1,
323,11,2014,1380,1,
323,11,2010,1322,1,
323,11,2005,1264,1,
323,11,2002,1227,1,
323,12,2012,1354,1,
323,12,2004,1257,1,
323,12,2000,1201,1,
323,12,1996,1161,1,
323,14,2006,1273,1,
323,14,1994,1131,1,
323,14,1989,1073,1,
323,14,1987,1055,1,
323,15,2007,1295,1,
323,15,2003,1241,0,0.0
323,15,1999,1192,1,
323,15,1994,1140,1,
323,15,2004,1254,1,
323,15,1998,1186,1,
323,15,1995,1144,1,
323,17,2015,1385,1,
323,17,2011,1338,1,
323,20,2011,1344,1,
323,20,2011,1344,1,
323,20,2009,1310,1,
323,20,2001,1220,1,
323,21,2012,1345,1,
323,21,2007,1290,1,
323,21,2003,1246,1,
323,24,2011,1344,1,
323,25,2001,1213,1,
323,25,1998,1187,1,
323,25,1993,1125,1,
323,26,2011,1334,1,
323,26,2005,1269,1,
324,1,2014,1372,1,
324,2,2014,1372,0,0.0
324,3,2011,1333,1,
324,3,2008,1308,1,
324,3,2005,1268,1,
324,4,2015,1382,1,
324,4,2012,1351,1,
324,4,2009,1312,1,
324,4,2006,1280,1,
324,4,1999,1200,1,
324,5,2014,1377,1,
324,5,2010,1326,1,
324,5,2005,1264,1,
324,5,1999,1193,1,
324,5,1997,1169,1,
324,6,2012,1349,1,
324,6,2009,1315,1,
324,6,2005,1269,1,
324,6,2000,1209,1,
324,7,2014,1375,1,
324,7,2011,1337,1,
324,7,2008,1301,1,
324,8,2010,1324,1,
324,8,2006,1281,1,
324,8,2004,1251,1,
324,8,2000,1203,1,
324,8,1998,1178,1,
324,8,1996,1156,1,
324,8,1994,1131,1,
324,8,1992,1105,1,
324,9,2012,1356,1,
324,9,2008,1302,1,
324,9,2004,1257,1,
324,10,2013,1361,1,
324,10,2010,1326,1,
324,10,2007,1293,1,
324,10,2001,1219,1,
324,11,2015,1381,1,
324,11,2010,1329,1,
324,12,1997,1171,1,
324,12,1996,1160,1,
324,12,1993,1122,1,
324,12,1990,1090,1,
324,13,2015,1387,1,
324,13,2013,1357,1,
324,13,2010,1327,1,
324,13,2006,1282,1,
324,13,2004,1249,1,
324,14,2011,1344,1,
324,14,2007,1288,1,
324,14,2002,1233,1,
324,16,2011,1334,1,
324,16,2006,1282,1,
324,16,2003,1237,1,
324,16,1999,1196,1,
324,16,1996,1153,1,
324,16,1994,1138,1,
324,17,2014,1372,0,1.0
324,17,2011,1337,1,
324,22,2014,1371,1,
324,22,2009,1320,1,
324,23,2013,1367,1,
324,23,2009,1309,1,
324,23,2005,1263,1,
